id_issue	id_volume	id_copy	title	date	languages	pages	words
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	06ee2f50-c8f0-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-04-16	cze	4	8112
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	43231670-c8f0-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-04-18	cze	4	8055
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	3586f110-c90b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-04-19	cze	4	7805
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	47047b10-c90b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-04-20	cze	4	7711
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	5ae59790-c90b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-04-21	cze	4	7951
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	72d00750-c90b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-04-22	cze	4	7883
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	095046f0-c90b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-04-25	cze	4	7916
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	20586d00-c90b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-04-26	cze	4	7605
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	db7964e0-c90b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-04-27	cze	4	8022
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	a091be40-c90b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-04-28	cze	4	8031
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	8b60f040-c90b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-04-29	cze	4	8172
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	c63a3f00-c90b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-04-30	cze	4	7939
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	b3341930-c90b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-02	cze	4	8222
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	350b8a10-c90c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-03	cze	4	8202
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	4bc78bf0-c90c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-04	cze	4	8030
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	07fea430-c90c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-05	cze	4	8115
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	1fb22570-c90c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-06	cze	4	7704
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	f3341210-c90b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-07	cze	4	7803
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	d2479d50-c90c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-09	cze	4	7876
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	be4e8c00-c90c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-10	cze	4	7516
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	a35ea470-c90c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-11	cze	4	7891
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	8df25410-c90c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-12	cze	4	7349
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	75d5fee0-c90c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-13	cze	4	8100
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	60221e30-c90c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-14	cze	4	7340
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	64f54ff0-c8f2-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-16	cze	4	7823
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	9e270930-c8f2-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-17	cze	4	7525
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	e7463690-c8f2-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-18	cze	4	7869
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	f9ad67d0-c8f3-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-19	cze	4	7834
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	de555db0-c8f5-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-20	cze	4	8184
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	62d789f0-c8fb-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-21	cze	4	7952
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	ca949da0-c8f9-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-23	cze	4	7926
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	09b01b30-c900-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-25	cze	4	7887
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	85768950-c8fd-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-26	cze	4	8017
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	5aed5200-c906-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-27	cze	4	8058
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	37661250-c900-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-28	cze	4	8021
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	430ffa40-c909-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-30	cze	4	7741
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	552a8790-c909-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-05-31	cze	4	7807
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	304c5bb0-c909-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-01	cze	4	7906
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	53d1dff0-c90a-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-02	cze	4	7597
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	21b5f6a0-c90a-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-03	cze	4	7865
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	f46d8e60-c909-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-04	cze	4	7795
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	c5b6a200-c909-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-06	cze	4	7589
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	f2dbae50-c90a-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-07	cze	4	7631
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	c59f2cf0-c90a-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-08	cze	4	7786
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	af4e48f0-c90a-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-09	cze	4	7795
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	7e631770-c90a-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-10	cze	4	7136
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	69a57fd0-c919-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-24	cze	4	7547
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	32041370-c92d-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-24	cze	4	8128
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	0f5e6280-c919-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-25	cze	8	15131
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	ef74a2a0-c917-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-27	cze	4	7000
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	f1904190-c915-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-28	cze	4	7667
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	5eb4ee10-c916-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-29	cze	4	8117
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	32f76100-c915-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-06-30	cze	4	8005
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	91b75c40-c915-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-01	cze	4	7482
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	5a2e10f0-c917-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-02	cze	4	7830
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	85afea00-c917-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-04	cze	4	7663
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	fb8ac570-c916-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-05	cze	6	12051
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	28c01ae0-c917-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-06	cze	4	7986
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	47cd5a40-c914-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-07	cze	4	8008
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	cf4bbe40-c913-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-08	cze	4	8012
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	e2416950-c913-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-09	cze	4	7765
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	cdb1a830-c911-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-11	cze	4	7430
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	22692060-c912-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-12	cze	4	7637
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	66c80690-c912-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-13	cze	4	7858
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	a402c4f0-c912-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-14	cze	4	7510
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	d69cb7e0-c912-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-15	cze	4	7998
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	053e4780-c913-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-16	cze	4	7984
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	30c02090-c913-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-18	cze	4	8001
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	54a6a600-c913-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-19	cze	4	8002
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	51249610-c911-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-20	cze	4	7799
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	2897ba10-c911-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-21	cze	4	7341
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	3c4e1d10-c911-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-22	cze	4	7897
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	d2ed5660-c910-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-23	cze	4	7848
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	fceb2780-c910-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-25	cze	4	8025
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	a4d84f50-c910-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-26	cze	6	11710
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	bcfe1a60-c910-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-27	cze	4	7601
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	487e5790-c910-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-28	cze	4	7659
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	757d0ca0-c910-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-29	cze	4	7637
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	02cb2c00-c910-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-07-30	cze	6	12064
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	33ffb800-c90f-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-01	cze	4	7980
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	4636ce00-c90f-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-02	cze	4	7987
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	8a178380-c90f-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-03	cze	4	7863
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	9c7beb10-c90f-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-04	cze	4	7795
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	6edd1050-c90d-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-05	cze	4	7693
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	96b4f430-c90d-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-06	cze	4	7996
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	145af060-c90e-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-08	cze	4	8205
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	b6e16260-c90e-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-09	cze	4	7800
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	e6b54260-c90c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-10	cze	6	11026
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	164c0770-c90d-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-11	cze	4	7705
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	b4a1f150-c91c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-12	cze	4	8008
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	9c2fdb00-c91c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-13	cze	4	7882
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	56cfff90-c91c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-15	cze	4	7834
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	785c4150-c91c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-16	cze	4	7701
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	1feeed10-c91c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-17	cze	4	7963
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	4245aac0-c91c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-18	cze	4	7891
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	e1b33970-c91b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-19	cze	4	7865
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	fbb51780-c91b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-20	cze	4	7719
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	feb7ecb0-c91a-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-22	cze	4	7974
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	6d7adfe0-c91b-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-23	cze	6	11302
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	dd0eec70-c920-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-24	cze	4	8066
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	bb104890-c91a-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-25	cze	4	7752
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	302a6c10-c91a-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-26	cze	6	11494
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	012bef60-c91a-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-27	cze	4	7703
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	a2d1b9d0-c924-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-28	cze	2	3800
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	7ab9f150-c925-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-29	cze	4	7756
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	5958c1c0-c926-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-30	cze	4	7575
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	9ff100b0-c927-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-08-31	cze	4	7877
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	d003de20-c928-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-01	cze	4	7391
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	b2c13780-c929-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-02	cze	4	7751
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	6080bd50-c92a-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-03	cze	4	7792
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	a4014080-c921-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-05	cze	6	11408
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	74068980-c921-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-06	cze	4	7268
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	af4dbfd0-c922-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-07	cze	4	7561
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	156f7d90-c922-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-08	cze	4	7722
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	70bb19f0-c91f-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-09	cze	4	7756
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	d16a3b00-c91f-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-10	cze	4	7480
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	accbf3c0-c91e-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-12	cze	4	7708
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	0ddf06c0-c91f-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-13	cze	4	7319
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	022cfcf0-c920-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-14	cze	6	11895
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	5fee25d0-c920-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-15	cze	4	7465
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	dc0eb750-c91c-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-16	cze	6	11426
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	bcd11820-c92a-11e9-bfd1-5ef3fc9bb22f	Národní nowiny	1848-09-17	cze	6	11335
