id_issue	id_volume	title	date	pages	words
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	Národní nowiny	1848Q2	256	501185
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	Národní nowiny	1848Q3	342	665188
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	Národní nowiny	1848Q4	344	686446
5abfd8d0-b9f1-11e9-8fdf-005056827e52	1fe58c40-d3a6-11e9-9b82-005056827e52	Národní nowiny	1849Q1	308	859198
5abfd8d0-b9f1-11e9-8fdf-005056827e52	1fe58c40-d3a6-11e9-9b82-005056827e52	Národní nowiny	1849Q2	338	755073
5abfd8d0-b9f1-11e9-8fdf-005056827e52	1fe58c40-d3a6-11e9-9b82-005056827e52	Národní nowiny	1849Q3	458	1004487
5abfd8d0-b9f1-11e9-8fdf-005056827e52	1fe58c40-d3a6-11e9-9b82-005056827e52	Národní nowiny	1849Q4	332	928182
5abfd8d0-b9f1-11e9-8fdf-005056827e52	1fe58c40-d3a6-11e9-9b82-005056827e52	Národní nowiny	1850Q1	4	5071
5abfd8d0-b9f1-11e9-8fdf-005056827e52	652a7910-b9f1-11e9-b44e-5ef3fc9bb22f	Národní nowiny	1850Q1	64	175515
02203ad6-32f0-11de-992b-00145e5790ea	02259214-32f0-11de-992b-00145e5790ea	Moravská orlice	1869Q1	290	740250
02203ad6-32f0-11de-992b-00145e5790ea	02259214-32f0-11de-992b-00145e5790ea	Moravská orlice	1869Q2	298	718020
02203ad6-32f0-11de-992b-00145e5790ea	02259214-32f0-11de-992b-00145e5790ea	Moravská orlice	1869Q3	324	899824
02203ad6-32f0-11de-992b-00145e5790ea	02259214-32f0-11de-992b-00145e5790ea	Moravská orlice	1869Q4	334	844648
02203ad6-32f0-11de-992b-00145e5790ea	0225b929-32f0-11de-992b-00145e5790ea	Moravská orlice	1875Q1	300	814891
02203ad6-32f0-11de-992b-00145e5790ea	0225b929-32f0-11de-992b-00145e5790ea	Moravská orlice	1875Q2	312	892823
02203ad6-32f0-11de-992b-00145e5790ea	0225b929-32f0-11de-992b-00145e5790ea	Moravská orlice	1875Q3	328	930485
02203ad6-32f0-11de-992b-00145e5790ea	0225b929-32f0-11de-992b-00145e5790ea	Moravská orlice	1875Q4	330	929580
02203ad6-32f0-11de-992b-00145e5790ea	c0791ed0-b730-11de-bade-000d606f5dc6	Moravská orlice	1908Q1	463	1236932
02203ad6-32f0-11de-992b-00145e5790ea	c0791ed0-b730-11de-bade-000d606f5dc6	Moravská orlice	1908Q2	460	1162436
02203ad6-32f0-11de-992b-00145e5790ea	c0791ed0-b730-11de-bade-000d606f5dc6	Moravská orlice	1908Q3	458	1184348
02203ad6-32f0-11de-992b-00145e5790ea	c0791ed0-b730-11de-bade-000d606f5dc6	Moravská orlice	1908Q4	474	1191051
02203ad6-32f0-11de-992b-00145e5790ea	0225e03c-32f0-11de-992b-00145e5790ea	Moravská orlice	1878Q1	320	756303
02203ad6-32f0-11de-992b-00145e5790ea	0225e03c-32f0-11de-992b-00145e5790ea	Moravská orlice	1878Q2	314	738801
02203ad6-32f0-11de-992b-00145e5790ea	0225e03c-32f0-11de-992b-00145e5790ea	Moravská orlice	1878Q3	334	788709
02203ad6-32f0-11de-992b-00145e5790ea	0225e03c-32f0-11de-992b-00145e5790ea	Moravská orlice	1878Q4	336	793453
02203ad6-32f0-11de-992b-00145e5790ea	0225b92b-32f0-11de-992b-00145e5790ea	Moravská orlice	1877Q1	318	781592
02203ad6-32f0-11de-992b-00145e5790ea	0225b92b-32f0-11de-992b-00145e5790ea	Moravská orlice	1877Q2	328	783525
02203ad6-32f0-11de-992b-00145e5790ea	0225b92b-32f0-11de-992b-00145e5790ea	Moravská orlice	1877Q3	318	782255
02203ad6-32f0-11de-992b-00145e5790ea	0225b92b-32f0-11de-992b-00145e5790ea	Moravská orlice	1877Q4	300	733062
02203ad6-32f0-11de-992b-00145e5790ea	826697b0-b728-11de-b564-000d606f5dc6	Moravská orlice	1907Q1	510	1388688
02203ad6-32f0-11de-992b-00145e5790ea	826697b0-b728-11de-b564-000d606f5dc6	Moravská orlice	1907Q2	504	1315224
02203ad6-32f0-11de-992b-00145e5790ea	826697b0-b728-11de-b564-000d606f5dc6	Moravská orlice	1907Q3	474	1281114
02203ad6-32f0-11de-992b-00145e5790ea	826697b0-b728-11de-b564-000d606f5dc6	Moravská orlice	1907Q4	522	1378157
02203ad6-32f0-11de-992b-00145e5790ea	f30edb50-05b9-11df-8f87-000d606f5dc6	Moravská orlice	1904Q1	476	1263496
02203ad6-32f0-11de-992b-00145e5790ea	f30edb50-05b9-11df-8f87-000d606f5dc6	Moravská orlice	1904Q2	492	1233430
02203ad6-32f0-11de-992b-00145e5790ea	f30edb50-05b9-11df-8f87-000d606f5dc6	Moravská orlice	1904Q3	490	1229762
02203ad6-32f0-11de-992b-00145e5790ea	f30edb50-05b9-11df-8f87-000d606f5dc6	Moravská orlice	1904Q4	544	1318781
02203ad6-32f0-11de-992b-00145e5790ea	279ea050-0766-11df-9170-000d606f5dc6	Moravská orlice	1906Q1	504	1316686
02203ad6-32f0-11de-992b-00145e5790ea	279ea050-0766-11df-9170-000d606f5dc6	Moravská orlice	1906Q2	522	1350538
02203ad6-32f0-11de-992b-00145e5790ea	279ea050-0766-11df-9170-000d606f5dc6	Moravská orlice	1906Q3	530	1431906
