id_issue	id_volume	title	date	pages	words
5abfd8d0-b9f1-11e9-8fdf-005056827e52	768b1570-c4d7-11e9-b223-005056827e52	Národní nowiny	1848	942	1852819
5abfd8d0-b9f1-11e9-8fdf-005056827e52	1fe58c40-d3a6-11e9-9b82-005056827e52	Národní nowiny	1849	1436	3546940
5abfd8d0-b9f1-11e9-8fdf-005056827e52	1fe58c40-d3a6-11e9-9b82-005056827e52	Národní nowiny	1850	4	5071
5abfd8d0-b9f1-11e9-8fdf-005056827e52	652a7910-b9f1-11e9-b44e-5ef3fc9bb22f	Národní nowiny	1850	64	175515
02203ad6-32f0-11de-992b-00145e5790ea	02259214-32f0-11de-992b-00145e5790ea	Moravská orlice	1869	1246	3202742
02203ad6-32f0-11de-992b-00145e5790ea	0225b929-32f0-11de-992b-00145e5790ea	Moravská orlice	1875	1270	3567779
02203ad6-32f0-11de-992b-00145e5790ea	c0791ed0-b730-11de-bade-000d606f5dc6	Moravská orlice	1908	1855	4774767
02203ad6-32f0-11de-992b-00145e5790ea	0225e03c-32f0-11de-992b-00145e5790ea	Moravská orlice	1878	1304	3077266
02203ad6-32f0-11de-992b-00145e5790ea	0225b92b-32f0-11de-992b-00145e5790ea	Moravská orlice	1877	1264	3080434
02203ad6-32f0-11de-992b-00145e5790ea	826697b0-b728-11de-b564-000d606f5dc6	Moravská orlice	1907	2010	5363183
02203ad6-32f0-11de-992b-00145e5790ea	f30edb50-05b9-11df-8f87-000d606f5dc6	Moravská orlice	1904	2002	5045469
02203ad6-32f0-11de-992b-00145e5790ea	279ea050-0766-11df-9170-000d606f5dc6	Moravská orlice	1906	2088	5547802
02203ad6-32f0-11de-992b-00145e5790ea	0225b92a-32f0-11de-992b-00145e5790ea	Moravská orlice	1876	1346	3144079
02203ad6-32f0-11de-992b-00145e5790ea	02260755-32f0-11de-992b-00145e5790ea	Moravská orlice	1887	1334	3527254
02203ad6-32f0-11de-992b-00145e5790ea	02262e68-32f0-11de-992b-00145e5790ea	Moravská orlice	1890	2188	3956197
02203ad6-32f0-11de-992b-00145e5790ea	0bc23eb0-b8be-11de-83d1-000d606f5dc6	Moravská orlice	1914	1551	3316283
02203ad6-32f0-11de-992b-00145e5790ea	02265581-32f0-11de-992b-00145e5790ea	Moravská orlice	1899	1631	4144517
02203ad6-32f0-11de-992b-00145e5790ea	02259215-32f0-11de-992b-00145e5790ea	Moravská orlice	1870	1286	3387795
02203ad6-32f0-11de-992b-00145e5790ea	02267c93-32f0-11de-992b-00145e5790ea	Moravská orlice	1901	1854	4518378
02203ad6-32f0-11de-992b-00145e5790ea	0225e03e-32f0-11de-992b-00145e5790ea	Moravská orlice	1880	1450	3321090
02203ad6-32f0-11de-992b-00145e5790ea	02260757-32f0-11de-992b-00145e5790ea	Moravská orlice	1889	2270	3796915
02203ad6-32f0-11de-992b-00145e5790ea	02260756-32f0-11de-992b-00145e5790ea	Moravská orlice	1888	1396	3659832
02203ad6-32f0-11de-992b-00145e5790ea	0226557e-32f0-11de-992b-00145e5790ea	Moravská orlice	1896	1570	4203938
02203ad6-32f0-11de-992b-00145e5790ea	90797ab0-04e0-11df-b129-000d606f5dc6	Moravská orlice	1903	2078	5454176
02203ad6-32f0-11de-992b-00145e5790ea	76c9b590-b7c3-11de-acaa-000d606f5dc6	Moravská orlice	1910	2478	5323537
02203ad6-32f0-11de-992b-00145e5790ea	0225e03f-32f0-11de-992b-00145e5790ea	Moravská orlice	1881	1454	3423871
